ID,Legante standard,Famiglia,Legante originale,Metallo,Sale metallico,Campione,Solvente,Co-linker/Additivo,Temperatura,Tempo ore,Vial/Beuta ml,Data raw,Data ISO,MM legante,MM sale,mmol legante,mmol sale,mg legante,mg sale,Rapporto L/M,Procedura sintetica,Stato XRD,Esito/Osservazioni,IR file,XRD file,TGA file,BET,Riferimento cartella,Tag,Duplicati potenziali,Note,Sorgente_Database,mmol metallo,mg metallo,Quantita additivo,Volume solvente,Procedimento / note,IR,XRD,TGA,Caratterizzazioni presenti,Foglio origine,Riga origine,Inserito il,Note future,Esito_ML
4,HB(BPzPh)3Tl,Organometallica - pirazoli,HB(BPzPh)3Tl,Rh,[Rh(C5Me5)Cl2]2,Org4,CH2Cl2,,T.A.,,20.0,,,566.58,618.08,0.12,0.25,67.9896,154.52,0.48,Dopo 30 minuti di reazione si è formato un precipitato grigio-bianco( probabilmente TlCl); ho filtrato in modo tale che rimasesse tutto sul filtro e poi le acque madri le ho portate a secco a temperatura ambiente in una notte. Una volta portate a secco ho aggiungo 5-10 ml di MeOH e filtrato. Il filtrato caratterizzzato e le acque madri invece trattate con dietiletere(10 ml circa) e rifiltrate un altra volte. Il precipitato ulteriormente caratterizzzato.,Molti picchi,,Non molto buono,Molti picchi,,,Organometallica,Organometallica; Rutenio/Rodio/Iridio,,,Organometallica,,,,,,,,,,,,,,2.0
5,Ph2BpPhTl,Organometallica,Ph2BpPhTl,,C20H30Cl4Ir2,Org5,CH2Cl2,,T.A.,,20.0,,,655.73,796.67,0.12,0.25,78.6876,199.1675,0.48,Dopo 30 minuti di reazione si è formato un precipitato grigio-bianco( probabilmente TlCl); ho filtrato in modo tale che rimasesse tutto sul filtro e poi le acque madri le ho portate a secco a temperatura ambiente in una notte. Una volta portate a secco ho aggiungo 5-10 ml di MeOH e filtrato. Il filtrato caratterizzzato e le acque madri invece trattate con dietiletere(10 ml circa) e rifiltrate un altra volte. Il precipitato ulteriormente caratterizzzato.,Molti picchi,,Non molto buono,Molti picchi,,,Organometallica,Organometallica; Rutenio/Rodio/Iridio,,,Organometallica,,,,,,,,,,,,,,2.0
6,HB(BPzPh)3Tl,Organometallica - pirazoli,HB(BPzPh)3Tl,,C20H30Cl4Ir2,Org6,CH2Cl2,,T.A.,,20.0,,,566.58,796.67,0.12,0.25,67.9896,199.1675,0.48,Dopo 30 minuti di reazione si è formato un precipitato grigio-bianco( probabilmente TlCl); ho filtrato in modo tale che rimasesse tutto sul filtro e poi le acque madri le ho portate a secco a temperatura ambiente in una notte. Una volta portate a secco ho aggiungo 5-10 ml di MeOH e filtrato. Il filtrato caratterizzzato e le acque madri invece trattate con dietiletere(10 ml circa) e rifiltrate un altra volte. Il precipitato ulteriormente caratterizzzato.,Cristalli osservati,potrebbe essersi formato un complesso dallo spettro HNMR CRISTALLI SPEDITI,,,,,Organometallica,Organometallica; Rutenio/Rodio/Iridio,,potrebbe essersi formato un complesso dallo spettro HNMR CRISTALLI SPEDITI,Organometallica,,,,,,,,,,,,,,2.0
7,Ph2BpPhTl,Organometallica,Ph2BpPhTl,Ru,[Ru(p-cymene)Cl2]2,Org7,CH2Cl2,,T.A.,,20.0,"16/01/26 12,30",2026-01-16,655.73,612.39,0.12,0.06,78.6876,36.7434,2.0,"Male come Org1. Nessun precipitato, nemmeno dopo aver messo in frigo ed aggiunto eteredietilico. colore giallo, differente dal org1 che era rosso",Precipitato,,,,,,Organometallica,Organometallica; Rutenio/Rodio/Iridio,,,Organometallica,,,,,,,,,,,,,,1.0
8,HB(BPzPh)3Tl,Organometallica - pirazoli,HB(BPzPh)3Tl,Ru,[Ru(p-cymene)Cl2]2,Org8,CH2Cl2,,T.A.,3,20.0,"13/02/2026 12,00",2026-02-13,566.58,612.39,0.1,0.05,56.658,30.6195,2.0,"Pesato il dimero di rutenio, l'ho messo in un pallone a due colli da 10 ml, iniziato ad insufflare argon per lavorare in ambiente inerte. Una volta solubilizzato il sale metallico ho aggiunto il legante, notando subito la formazione del cloruro di tallio(sospenzione bianca). Lasciata a temperatura ambiente sotto intenso stirring per 3 ore. Lasciato evaporare completamente il solvente, formazione di piccoli cristalli.",Cristalli osservati,"Mandato HNMR Dall'HNMR sembra essere avvenuta la formazione di un complesso, numero di protoni porta rapporto ligando-Ru 1:1 formula ipotetica [Ru(p-cymene)(L)Cl]",FATTO,,,,Organometallica,Organometallica; Rutenio/Rodio/Iridio,,"Mandato HNMR Dall'HNMR sembra essere avvenuta la formazione di un complesso, numero di protoni porta rapporto ligando-Ru 1:1 formula ipotetica [Ru(p-cymene)(L)Cl]",Organometallica,,,,,,,,,,,,,,2.0
9,TpMe2Tl,Organometallica,TpMe2Tl,Ru,[Ru(p-cymene)Cl2]2,Org9,CH2Cl2,,T.A.,3,20.0,"25/02/26 12,30",2026-02-25,501.57,612.39,0.1,0.05,50.157,30.6195,2.0,"Sciolto prima il sale metallico all'interno della vial, una volta solubilizzato ho aggiunto il legante; lasciato in stirring per 3 ore e poi fatto evaporare lentamente il solvente fino a dimezzare il volume. Una volta dimezzato il volume ho aggiunto dietil etere circa 5 ml, ho notato la formazione di una piccola sospensione, quindi l'ho filtrato su filtro con mesh sottili(precipitato bianco-grigio). Le acque madri raccolte ed aspettato di dimezzare nuovamente il volume. Una volta evaporato tutto il solvente, nel residuo ho aggiunto Et2O e poi filtrato. Ora procedo a caratterizzare il precipitato ed aspetto che le acque madri evaporino.",Precipitato,"Spettro HNMR con molti picchi, impossibile identificare se sia avvenuta la formazione di un complesso",FATTO,,,,Organometallica,Organometallica; Rutenio/Rodio/Iridio,,"Spettro HNMR con molti picchi, impossibile identificare se sia avvenuta la formazione di un complesso",Organometallica,,,,,,,,,,,,,,1.0
10,KTp,Organometallica,KTp,Ru,[Ru(p-cymene)Cl2]2,Org10,CH2Cl2,,T.A.,3,20.0,"26/02/26 12,30",2026-02-26,336.26,612.39,0.1,0.05,33.626,30.6195,2.0,"Ho sciolto il rutenio in 10 ml di DCM, poi ho aggiunto il legante e lasciato in agitazione per 4 ore. Ho filtrato, perchè la soluzione era leggermente torbida e le acque madri le ho lasciate aperte sotto cappa per far evaporare il solvente.Una volta evaporato tutto il solvente ho aggiunto circa 10-15 ml di etere dietilico e filtrato. Ora procedo a caratterizzare il precipitato ed aspetto che le acque madri evaporino.",Precipitato,"HNMR riporta la rottura del legante(si notano NH); provo a cambiare solvete e lavorare in ambiente inerte, probabilmente solo legante, perchè non ho i picchi degli H aromatici del Rutenio",FATTO,,,,Organometallica,Organometallica; Rutenio/Rodio/Iridio,,"HNMR riporta la rottura del legante(si notano NH); provo a cambiare solvete e lavorare in ambiente inerte, probabilmente solo legante, perchè non ho i picchi degli H aromatici del Rutenio",Organometallica,,,,,,,,,,,,,,1.0
11,KTp,Organometallica,KTp,Ru,[Ru(p-cymene)Cl2]2,"Org10,2",MeCN,,T.A.,3,20.0,"02/03/2025 12,30",2025-03-02,336.26,612.39,0.1,0.05,33.626,30.6195,2.0,"Solubilizzato il legante in un pallone a due colli con 5 ml di MeCN, messo sotto argon ed una volta solubilizzato ho aggiunto il dimero metallico. Lasciato 3h sotto agitazione a temperatura ambiente, una volrta passate 3 ore ho lasciato l'insufflazione di argon, ma aprendo il tappo sopra per ridurre il volume del solvente .una volta trascorso il tempo di reazione, concentri la soluzione di MeCN sotto vuoto a bassa temperatura fino a piccoli volumi, poi aggiungi lentamente un anti‑solvente apolare (esano) per precipitare il complesso, filtrando non ho notato la presenza di precipitato nel filtro. Le acque madri le faccio evaporare per stringere il solvente ed aggiunto ancora esano e poi lascio in firgo una notte.",Precipitato,"Spettro HNMR non molto buono, troppi picchi dovuti alle impurezze",NOn molto buono,,,,Organometallica,Organometallica; Rutenio/Rodio/Iridio,,"Spettro HNMR non molto buono, troppi picchi dovuti alle impurezze",Organometallica,,,,,,,,,,,,,,1.0
12,KTp,Organometallica,KTp,Ru,[Ru(p-cymene)Cl2]2,"Org10,3",MeOH,,T.A.,3,20.0,"24/03/26 10,30",2026-03-24,336.26,612.39,0.1,0.05,33.626,30.6195,2.0,"Nessun precipitato, ma soluzione di un rosso intenso, faccio dimezzare il volume all'aria. Una volta dimezzato il volume ho aggiunto etere dietilico e messo in frigo, dopo 24h è venuto giu un precipitato finissimo bianco(forse KCl), che caratterizzato all'IR non risultava essere nulla. Le acque del filtrato le faccio evaporare per dimezzarne il volume",Precipitato,Nulla,,,,,Organometallica,Organometallica; Rutenio/Rodio/Iridio,,Nulla,Organometallica,,,,,,,,,,,,,,1.0
13,HB(BPzPh)3Tl,Organometallica - pirazoli,HB(BPzPh)3Tl,Rh,[Rh(C5Me5)Cl2]2,Org11,CH2Cl2,,T.A.,3,20.0,,,566.58,618.08,0.1,0.1,56.658,61.808,1.0,"Solubilizzato il dimero del metallo in 5 ml di diclorometano, in un'altra vial ho lasciato in sospensione il legante in altri 5 ml di diclorometano e poi aggiunto goccia a goccia nella soluzione del metallo. Dopo 3 ore ho notato un intorbidimento della reazione(formazione del cloruro di tallio); filtrato e sciacquato con 5 ml di diclorometano e lasciato dimezzare il volume delle acque madri all'ariauna va evaporato tutto il solvente sembrano essere precipitate due specie. Riprovo acristazzare una piccola aliquota con cloroformio e n-esano.",Precipitato,,,,,,Organometallica,Organometallica; Rutenio/Rodio/Iridio,,,Organometallica,,,,,,,,,,,,,,1.0
14,HB(BPzPh)3Tl,Organometallica - pirazoli,HB(BPzPh)3Tl,,C20H30Cl4Ir2,Org12,CH2Cl2,,T.A.,3,20.0,,,566.58,796.67,0.1,0.1,56.658,79.667,1.0,"Solubilizzato il dimero del metallo in 5 ml di diclorometano, in un'altra vial ho lasciato in sospensione il legante in altri 5 ml di diclorometano e poi aggiunto goccia a goccia nella soluzione del metallo. Dopo 3 ore ho notato un intorbidimento della reazione(formazione del cloruro di tallio); filtrato e sciacquato con 5 ml di diclorometano e lasciato dimezzare il volume delle acque madri all'aria. Una volta evaporato completamente il solvente ho mandato un HNMR.",Da valutare,"HNMR molto confuso, con molti picchi, probabile reazione non completa o rapporto sbagliato",,,,,Organometallica,Organometallica; Rutenio/Rodio/Iridio,,"HNMR molto confuso, con molti picchi, probabile reazione non completa o rapporto sbagliato",Organometallica,,,,,,,,,,,,,,1.0
15,HB(BPzPh)3Tl,Organometallica - pirazoli,HB(BPzPh)3Tl,Rh,[Rh(C5Me5)Cl2]2,"Org11,2",CH2Cl2,,T.A.,6,20.0,"26/05/2026 10,30",2026-05-26,566.58,618.08,0.05,0.1,28.329,61.808,0.5,"Solubilizzato il dimero del metallo in 4 ml di diclorometano, in un'altra vial ho lasciato in sospensione il legante in altri 4 ml di diclorometano e poi aggiunto goccia a goccia nella soluzione del metallo. Dopo 3 ore ho notato un intorbidimento della reazione(formazione del cloruro di tallio); filtrato e sciacquato con 5 ml di diclorometano e lasciato dimezzare il volume delle acque madri all'aria una va evaporato tutto il solvente sembrano essere precipitate due specie. Aggiunto qualche goccia di dietil etere e messo in frigo una notte; formazione di ulteriore precipitato.",Precipitato,"Ho filtrato il precipitato e sciacquato con etere dietilico, il precipitato mando HNMR, mentre le acque madri le trattengo in frigo Il precipitato rimasto nel filtro l'ho caratterizzato, ma probabilmente era uno starting material Mentre le acque madri messe in frigo hanno precipitato",,,,,Organometallica,Organometallica; Rutenio/Rodio/Iridio,,"Ho filtrato il precipitato e sciacquato con etere dietilico, il precipitato mando HNMR, mentre le acque madri le trattengo in frigo Il precipitato rimasto nel filtro l'ho caratterizzato, ma probabilmente era uno starting material Mentre le acque madri messe in frigo hanno precipitato",Organometallica,,,,,,,,,,,,,,1.0
16,Et4BPz,Organometallica - pirazoli,Et4BPz,Ru,[Ru(p-cymene)Cl2]2,Ru0,MeOH,,T.A.,4,20.0,"08/01/26 11,30",2026-01-08,246.35,612.39,0.1,0.1,24.635,61.239,1.0,"Solubilizzato il dimero del metallo in 10 ml di MeOH, una volta solulbilizzato ho aggiunto il legante e lasciato in stirring per 16 ore.",Cristalli osservati,Dai picchi dell'HNMR risulta esserci la formazione di un complesso rapporto 1:1; da verificare meglio,,,,,RutenioRodioIridio,Organometallica; Rutenio/Rodio/Iridio,,Dai picchi dell'HNMR risulta esserci la formazione di un complesso rapporto 1:1; da verificare meglio,Organometallica,,,,,,,,,,,,,,2.0
17,Me4BPz,Organometallica - pirazoli,Me4BPz,Ru,[Ru(p-cymene)Cl2]2,Ru1,MeOH,,T.A.,4,20.0,"09/01/26 10,30",2026-01-09,190.24,612.39,0.16,0.16,30.4384,97.9824,1.0,"Dopo 4 ore ancora nessuna cristallizzazione, quindi scaldato a 50 gradi per far evaporare un po di solvente e poi messo in frido appena raffreddato.",Cristalli osservati,HNMR come da articolo,,,,,RutenioRodioIridio,Organometallica; Rutenio/Rodio/Iridio,,HNMR come da articolo,Organometallica,,,,,,,,,,,,,,2.0
18,H2BPZNH2,Organometallica - pirazoli,H2BPZNH2,Ru,[Ru(p-cymene)Cl2]2,Ru2,MeOH,,T.A.,4,20.0,"16/01/26 11,00",2026-01-16,149.153,612.39,0.1,0.1,29.83,61.239,1.0,"Dopo 4 ore ancora nessuna cristallizzazione, evaporato un po di solvente e poi messo in frido appena raffreddato. Aggiunto eteredietilico, perchè non vi era avvenuta cristallizzazione.",Cristalli osservati,"Dall'HNMR risulta esserci la formazione del complesso, perchè non si vedono più gli NH del bipirazolo, ma provare una sintesi con rapporto legante-metallo 2:1",,,,,RutenioRodioIridio,Organometallica; Rutenio/Rodio/Iridio,,"Dall'HNMR risulta esserci la formazione del complesso, perchè non si vedono più gli NH del bipirazolo, ma provare una sintesi con rapporto legante-metallo 2:1",Organometallica,,,,,,,,,,,,,,2.0
19,"3,5-diamino-4,4’-bipyrazole",Organometallica - pirazoli,"3,5-diamino-4,4’-bipyrazole",Ru,[Ru(p-cymene)Cl2]2,Ru3,MeOH,,T.A.,4,20.0,,,164.168,612.39,0.16,0.16,32.833,97.9824,1.0,"Ho pesato il dimero e sciolto in 10 ml di MeOH; una volta sulubilizzato ho aggiunto il legante e lasciato sotto agitazione per 4 ore. Una volta fatto evaporare completamente il solvente ho notato un precipitato rosso bruno, filtrato con dietil etere e mandato un HNMR comr Ru3. Il precipitato rimasto nella vial l'ho lavato con acetone d ulteriormente filtrato, ora mando anche questo all'HNMR come Ru3.lavato con acetone.",Precipitato,,,,,,RutenioRodioIridio,Organometallica; Rutenio/Rodio/Iridio,,,Organometallica,,,,,,,,,,,,,,1.0
20,Me4BPz,Organometallica - pirazoli,Me4BPz,Ru,[Ru(p-cymene)Cl2]2,"Ru1,2",MeOH,,T.A.,4,,"04/02/2026 10,30",2026-02-04,190.24,612.39,0.3,0.3,57.072,183.717,1.0,"Dopo 4 ore ancora nessuna cristallizzazione, quindi scaldato a 50 gradi per far evaporare un po di solvente e poi messo in frido appena raffreddato.",Cristalli osservati,"Una volta dimezzato il volume del solvente è iniziato a cristallizzare Filtrato e sciacquato con un pò di metanolo Da HNMR identico a Ru1 e quindi all'articolo Campione | Linker | Ione metallico | Solvente | Temperatura °C | Procedimento | Tempo ore | Vials ml | Data inizio reazione | IR | XRD | TGA | BET RuFe1 | FErrocenylPz | [Ru(p-cymene)Cl2]2 | Et3N | MeOH | R.T. | Dopo 4 ore ho aumentato la temperatura della pipastra fino a 100°C, per cercare di ridurre il volume della soluzione, Ridotto notevolmente il solvente di reazione a temperatura ambiente. Ho filtrato le restanti acque madri rimaste(circa 5 ml) e lavato con poco MeOH. Una volta dimezzate le acque madri ho aggiunto qualche ml di dietil etere, ma non ho notato differenze, quindi ho rifatto evaporare il solvente. | 5.0 | 20 ml MM | 250.0 | 612.39 | Stirring Millimoli | 0.1 | 0.05 | 0.1 | 15 ml Milligrammi | 25 | 30.6195 | 30 microL sciolto in una miscela di esano/MeOH(9,5:0,5) in modo tale da rimuovere le impurezze e separare i cristalli formatosi dopo completa evaporazione del solvente. Da HNMR sembra essersi formato un complesso",,,,,RutenioRodioIridio,Organometallica; Rutenio/Rodio/Iridio,,"Una volta dimezzato il volume del solvente è iniziato a cristallizzare Filtrato e sciacquato con un pò di metanolo Da HNMR identico a Ru1 e quindi all'articolo Campione | Linker | Ione metallico | Solvente | Temperatura °C | Procedimento | Tempo ore | Vials ml | Data inizio reazione | IR | XRD | TGA | BET RuFe1 | FErrocenylPz | [Ru(p-cymene)Cl2]2 | Et3N | MeOH | R.T. | Dopo 4 ore ho aumentato la temperatura della pipastra fino a 100°C, per cercare di ridurre il volume della soluzione, Ridotto notevolmente il solvente di reazione a temperatura ambiente. Ho filtrato le restanti acque madri rimaste(circa 5 ml) e lavato con poco MeOH. Una volta dimezzate le acque madri ho aggiunto qualche ml di dietil etere, ma non ho notato differenze, quindi ho rifatto evaporare il solvente. | 5.0 | 20 ml MM | 250.0 | 612.39 | Stirring Millimoli | 0.1 | 0.05 | 0.1 | 15 ml Milligrammi | 25 | 30.6195 | 30 microL sciolto in una miscela di esano/MeOH(9,5:0,5) in modo tale da rimuovere le impurezze e separare i cristalli formatosi dopo completa evaporazione del solvente. Da HNMR sembra essersi formato un complesso",Organometallica,,,,,,,,,,,,,,2.0
21,FErrocenylPz,Organometallica,FErrocenylPz,,PdCl2 · (CH3CN)2,PdFe1,MeOH,,T.A.,4,20.0,"06/03/26 10,30",2026-03-06,250.0,259.43,0.2,0.1,50.0,25.943,2.0,"Ho sciolto il palladio in 10 ml di metanolo in un pallone a due colli dove insufflavo argono. Dopo 15 minuti ho aggiunto il legante e lasciato insufflare argon per altri 10 minuti, poi cessato il flusso di argon ho messo il tappo. Subito dopo l'aggiunta del legante ho notato cambio di colore con intorbidimento della soluzione. Ho filtrato il precipitato e le acque madri le ho messe in una vial per far evaporare lentamente il solvente. Ilprecipitato era il legante, visto all'IR",Cristalli osservati,"Una volta dimezzato il volume della soluzione all'aria ha iniziato a precipitare a forma di aghetti, messo in frigo. In frigo ha iniziato a precipitare anche un altra specie.Dentro il frigo ho notato formazione di cristalli a forma di aghetti, lavato con dietil etere. Agli aghetti ho eseguito l'HNMR. Campione | Linker | Ione metallico | Solvente | Temperatura °C | Procedimento | Tempo ore | Vials ml | Data inizio reazione | IR | XRD | TGA | BET RhFe1 | FErrocenylPz | [Rh(C5Me5)Cl2]2 | But3N | MeOH | 60.0 | Pesato il sale di rodio, messo in un pallone da 50 ml e sciolto con 20 ml di MeOh; nel contempo su una vial ho pesato il pirazoloferrocenyl e solubilizzato con 10 ml di MeOH. Una volta sciolto il sale metallico ho aggiunto lentamente il ferrocene alla soluzione nel pallone. Dopo 30 minuti ho aggiunto tributilammina ed appena iniziato ad aggiungere la soluzione ha iniziato ad intorbidirsi. Lasciato a riflusso per 4 ore. Al temrine delle 4 ore la soluzione è diventata rosso intenso/scuro; lascio raffreddare a temperatura ambiente ed evaporare il metanolo per ridurre il volume della solulzione. Una volta evaporato tutto il solvente ho aggiunto 20 ml di Et2O e filtrato, ora caratterizzo il precipitato ed aspetto che le acque madri evaporino o si riducano. | 4.0 | 50 ml | FATTO AL PRECIPITATO MM | 250.0 | 618.08 | intense Stirring | sembra identico al'IR del legante Millimoli | 0.22 | 0.1 | 30 ml Milligrammi | 55 | 61.808 | 20 microL",,,,,RutenioRodioIridio,Organometallica; Rutenio/Rodio/Iridio,,"Una volta dimezzato il volume della soluzione all'aria ha iniziato a precipitare a forma di aghetti, messo in frigo. In frigo ha iniziato a precipitare anche un altra specie.Dentro il frigo ho notato formazione di cristalli a forma di aghetti, lavato con dietil etere. Agli aghetti ho eseguito l'HNMR. Campione | Linker | Ione metallico | Solvente | Temperatura °C | Procedimento | Tempo ore | Vials ml | Data inizio reazione | IR | XRD | TGA | BET RhFe1 | FErrocenylPz | [Rh(C5Me5)Cl2]2 | But3N | MeOH | 60.0 | Pesato il sale di rodio, messo in un pallone da 50 ml e sciolto con 20 ml di MeOh; nel contempo su una vial ho pesato il pirazoloferrocenyl e solubilizzato con 10 ml di MeOH. Una volta sciolto il sale metallico ho aggiunto lentamente il ferrocene alla soluzione nel pallone. Dopo 30 minuti ho aggiunto tributilammina ed appena iniziato ad aggiungere la soluzione ha iniziato ad intorbidirsi. Lasciato a riflusso per 4 ore. Al temrine delle 4 ore la soluzione è diventata rosso intenso/scuro; lascio raffreddare a temperatura ambiente ed evaporare il metanolo per ridurre il volume della solulzione. Una volta evaporato tutto il solvente ho aggiunto 20 ml di Et2O e filtrato, ora caratterizzo il precipitato ed aspetto che le acque madri evaporino o si riducano. | 4.0 | 50 ml | FATTO AL PRECIPITATO MM | 250.0 | 618.08 | intense Stirring | sembra identico al'IR del legante Millimoli | 0.22 | 0.1 | 30 ml Milligrammi | 55 | 61.808 | 20 microL",Organometallica,,,,,,,,,,,,,,2.0
22,Me4BPz,Organometallica - pirazoli,Me4BPz,Ru,[Ru(p-cymene)Cl2]2,"Ru1,3",MeOH,,T.A.,over night,,"25/02/26 16,30",2026-02-25,190.24,612.39,0.4,0.4,76.096,244.956,1.0,"Sciolto il sale di rutenio in metanolo 20 ml, una volta completamente sciolto ho aggiunto il legante. Lasciato reagire tutta la notte e poi lasciato evaporare il solvente in aria. Mandato HNMR del composto cristallizzato dopo completa evaporazione del solvente.",Cristalli osservati,"HNMR conferma l'avvenuta formazione del complesso(come da articolo) Campione | Linker | Ione metallico | Solvente | Temperatura °C | Procedimento | Tempo ore | Vials ml | Data inizio reazione | IR | XRD | TGA | BET IrFe1 | FErrocenylPz | [Ir(C₅Me₅)Cl₂]₂ | Et3N | CH2CL2 | RT | Sciogli il dimero [Ir(C₅Me₅)Cl₂]₂ in CH₂Cl₂ anidro sotto N₂ in un pallone secco. In una vial separata sciogli il ligante ferrocenil‑pirazolo in CH₂Cl₂ con una piccola quantità di trietilammina. Aggiungi lentamente questa soluzione al pallone con l'iridio mantenendo agitazione e atmosfera inerte. Lascia quindi agitare la miscela a temperatura ambiente per alcune ore prima di analizzarla all’NMR per verificare la formazione del complesso. Una volta trascorso il tempo di reazioe lascio evaporare il solvente in aria, la soluzione è rimasta limpida senza precipitato. | 4.0 | 25 ml | 05/03-2026 10,30 MM | 250.0 | 796.7 | intense Stirring Millimoli | 0.2 | 0.05 | 15 ml Milligrammi | 50 | 39.835 | 20 microL provare rapporto 1:1 | Una volta evaporato completamente il solvente si sono formati dei piccoli cristalli, procedo con la caratterizzazione per vedere se si sia formato un complesso Segnale HNMR non chiaro, troppi picchi non si evice la presenza di complesso",,,,,RutenioRodioIridio,Organometallica; Rutenio/Rodio/Iridio,,"HNMR conferma l'avvenuta formazione del complesso(come da articolo) Campione | Linker | Ione metallico | Solvente | Temperatura °C | Procedimento | Tempo ore | Vials ml | Data inizio reazione | IR | XRD | TGA | BET IrFe1 | FErrocenylPz | [Ir(C₅Me₅)Cl₂]₂ | Et3N | CH2CL2 | RT | Sciogli il dimero [Ir(C₅Me₅)Cl₂]₂ in CH₂Cl₂ anidro sotto N₂ in un pallone secco. In una vial separata sciogli il ligante ferrocenil‑pirazolo in CH₂Cl₂ con una piccola quantità di trietilammina. Aggiungi lentamente questa soluzione al pallone con l'iridio mantenendo agitazione e atmosfera inerte. Lascia quindi agitare la miscela a temperatura ambiente per alcune ore prima di analizzarla all’NMR per verificare la formazione del complesso. Una volta trascorso il tempo di reazioe lascio evaporare il solvente in aria, la soluzione è rimasta limpida senza precipitato. | 4.0 | 25 ml | 05/03-2026 10,30 MM | 250.0 | 796.7 | intense Stirring Millimoli | 0.2 | 0.05 | 15 ml Milligrammi | 50 | 39.835 | 20 microL provare rapporto 1:1 | Una volta evaporato completamente il solvente si sono formati dei piccoli cristalli, procedo con la caratterizzazione per vedere se si sia formato un complesso Segnale HNMR non chiaro, troppi picchi non si evice la presenza di complesso",Organometallica,,,,,,,,,,,,,,2.0
23,Me4BPz,Organometallica - pirazoli,Me4BPz,Ir,[Ir(C₅Me₅)Cl₂]₂,Ru4,MeOH,,T.A.,4,20.0,,,190.24,796.7,0.1,0.1,19.024,79.67,1.0,"Sciogli il dimero [Ir(C₅Me₅)Cl₂]₂ in MeOH anidro sotto N₂ in un pallone secco. In una vial separata sciogli il ligante bipirazolico in MeOH . Aggiungi lentamente questa soluzione al pallone con l'Iridio mantenendo agitazione e atmosfera inerte. Lascia quindi agitare la miscela a temperatura ambiente per alcune ore prima di analizzarla all’NMR per verificare la formazione del complesso. Ho notato un cambio di colore della soluzione, èè passata da rossastra(colore dell'iridio) a gialla, completamente limpida. Lascio evaporare il solvente.",Cristalli osservati,"Una volta ridotto notevolemtne il solvente nella vial ho aggiunetere dietilico, ho notato intorbidimento della soluzione, ho messo in frigo per far riposare il precipitato. Una volta rimosso dal frigo, ho filtraco con filtro di carta, sono rimasti dei cristalli sul fondo della vial, dalla telecamera sembrano buoni, mando l'HNMR. | ottenuto cristallo SPEDITO Da analisi HNMR risulta essersi formato un complesso rapp 1:1",,,,,RutenioRodioIridio,Organometallica; Rutenio/Rodio/Iridio,,"Una volta ridotto notevolemtne il solvente nella vial ho aggiunetere dietilico, ho notato intorbidimento della soluzione, ho messo in frigo per far riposare il precipitato. Una volta rimosso dal frigo, ho filtraco con filtro di carta, sono rimasti dei cristalli sul fondo della vial, dalla telecamera sembrano buoni, mando l'HNMR. | ottenuto cristallo SPEDITO Da analisi HNMR risulta essersi formato un complesso rapp 1:1",Organometallica,,,,,,,,,,,,,,2.0
